,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
1015,1015,https://www.goodreads.com/book/show/60055187-the-blood-gift,The Blood Gift,N.E. Davenport,Fantasy,English,3.66,"2,678","April 18, 2023",464,236,"9,653"
1016,1015,https://www.goodreads.com/book/show/60693470-i-m-no-philosopher-but-i-got-thoughts,"I'm No Philosopher, But I Got Thoughts: Mini-Meditations for Saints, Sinners, and the Rest of Us",Kristin Chenoweth,Nonfiction,English,3.52,"3,301","January 17, 2023",224,168,"5,455"
1017,1015,https://www.goodreads.com/book/show/156425334-tucker,Tucker,Chadwick Moore,Biography,English,4.29,477,"August 1, 2023",272,21,372
1018,1015,https://www.goodreads.com/book/show/123471696-something-is-killing-the-children-30,Something is Killing the Children #30,James Tynion IV,Comics,English,4.22,251,"March 29, 2023",28,6,41
1019,1015,https://www.goodreads.com/book/show/112985714-the-village-healer-s-book-of-cures,The Village Healer’s Book of Cures,Jennifer Sherman Roberts,Historical Fiction,English,3.78,"9,996","October 3, 2023",282,"6,042",11.6k
1020,1015,https://www.goodreads.com/book/show/123532707-his-curvy-rejected-mate,His Curvy Rejected Mate,Cate C. Wells,Paranormal,English,3.85,"5,958","April 27, 2023",272,"1,466","2,615"
1021,1022,https://www.goodreads.com/book/show/62098447-a-shadow-crown,A Shadow Crown,Melissa Blair,Fantasy,English,4.10,"12,069","May 9, 2023",480,785,18.5k
1022,1022,https://www.goodreads.com/book/show/125948154-king,King,S.J. Tilly,Romance,English,4.14,"43,446","May 25, 2023",394,"4,464",20.8k
1023,1022,https://www.goodreads.com/book/show/63391920-codename-charming,Codename Charming,Lucy Parker,Romance,English,3.76,"4,193","August 15, 2023",378,228,12.7k
1024,1022,https://www.goodreads.com/book/show/61258005-juno-loves-legs,Juno Loves Legs,Karl Geary,Fiction,English,4.15,"6,239","April 18, 2023",304,319,18.1k
1025,1022,https://www.goodreads.com/book/show/122836629-little-monsters-12,Little Monsters #12,Jeff Lemire,Comics,English,4.19,58,"April 12, 2023",28,1 person is currently reading,19
1026,1022,https://www.goodreads.com/book/show/123410752-dayswork,Dayswork,Chris Bachelder,Fiction,English,3.73,990,"January 1, 2023",240,80,"4,949"
1027,1022,https://www.goodreads.com/book/show/197302857-call-of-the-sea,Call of the Sea,Chani Lynn Feener,M M Romance,English,4.11,"1,447","October 31, 2023",569,266,"1,260"
1028,1029,https://www.goodreads.com/book/show/69658447-captured-fate,Captured Fate,Eva Chase,Reverse Harem,English,3.91,"2,761","February 22, 2023",402,"1,349","1,605"
1029,1029,https://www.goodreads.com/book/show/61928015-uncle-of-the-year,Uncle of the Year: And Other Debatable Triumphs,Andrew Rannells,Nonfiction,English,4.05,"2,323","May 16, 2023",272,102,"8,150"
1030,1029,https://www.goodreads.com/book/show/123274226-fate-of-the-sun-king,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1031,1029,https://www.goodreads.com/book/show/62919376-alchemy-of-a-blackbird,Alchemy of a Blackbird,Claire McMillan,Historical Fiction,English,3.88,899,"July 11, 2023",272,90,"7,417"
1032,1029,https://www.goodreads.com/book/show/60021321-we-don-t-lose-our-class-goldfish,We Don't Lose Our Class Goldfish,Ryan T. Higgins,Picture Books,English,4.29,"1,009","March 28, 2023",48,4,313
1033,1029,https://www.goodreads.com/book/show/63246650-red-rising,Red Rising: Sons of Ares Vol. 3: Forbidden Song,Pierce Brown,Graphic Novels,English,4.27,810,"April 11, 2023",120,54,726
1034,1029,https://www.goodreads.com/book/show/79141786-diana,Diana: My Graphic Obsession,Sivan Piatigorsky-Roth,Graphic Novels,English,3.52,259,"May 2, 2023",160,2,172
1035,1029,https://www.goodreads.com/book/show/59725231-enter-ghost,Enter Ghost,Isabella Hammad,Fiction,English,4.10,"6,784","April 4, 2023",336,981,25.9k
1036,1029,https://www.goodreads.com/book/show/197456367-insatiable-park-avenue-prince,Insatiable Park Avenue Prince,Brooke Blaine,M M Romance,English,3.94,"3,553","November 9, 2023",424,575,"1,427"
1037,1038,https://www.goodreads.com/book/show/122774322-what-sleeps-within-the-cove,What Sleeps Within the Cove,Harper L. Woods,Fantasy,English,4.02,269,"Expected publication May 13, 2025",Kindle Edition,58,31k
1038,1038,https://www.goodreads.com/book/show/63246652-the-eyes-the-impossible,The Eyes & the Impossible,Dave Eggers,Middle Grade,English,4.24,"9,654","May 9, 2023",256,817,15.8k
1039,1038,https://www.goodreads.com/book/show/61102596-now-you-see-us,Now You See Us: A Novel,Balli Kaur Jaswal,Fiction,English,3.74,"4,282","March 7, 2023",320,311,16.9k
1040,1038,https://www.goodreads.com/book/show/123362384-jade-shards,Jade Shards,Fonda Lee,Fantasy,English,4.32,"2,366","July 31, 2023",136,51,"4,226"
1041,1038,https://www.goodreads.com/book/show/127488337-the-book-of-fire,The Book of Fire,Christy Lefteri,Fiction,English,3.81,"4,306","August 17, 2023",323,316,20.7k
1042,1043,https://www.goodreads.com/book/show/62039347-planes-trains-and-all-the-feels,"Planes, Trains, and All the Feels",Livy Hart,Romance,English,3.71,"6,995","May 23, 2023",352,244,38.9k
1043,1043,https://www.goodreads.com/book/show/61272711-master-slave-husband-wife,Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,Ilyon Woo,Nonfiction,English,3.99,"14,843","January 17, 2023",416,"5,462",45.7k
1044,1043,https://www.goodreads.com/book/show/75710830-time-to-shine,Time to Shine,Rachel Reid,Romance,English,4.04,"8,706","September 26, 2023",350,323,28.6k
1045,1046,https://www.goodreads.com/book/show/62919894-the-secret-recipe-of-ella-dove,The Secret Recipe of Ella Dove,Karen Hawkins,Magical Realism,English,3.87,"2,027","August 15, 2023",352,312,"6,582"
1046,1046,https://www.goodreads.com/book/show/63249715-boys-weekend,Boys Weekend,Mattie Lubchansky,Graphic Novels,English,4.02,"2,583","June 6, 2023",232,36,14.1k
1047,1046,https://www.goodreads.com/book/show/62919386-what-the-taliban-told-me,What the Taliban Told Me,Ian Fritz,Memoir,English,3.45,277,"November 7, 2023",304,38,"2,592"
1048,1049,https://www.goodreads.com/book/show/75497680-glitter,Glitter,Shannon Mayer,Fantasy,English,4.42,"4,856","August 25, 2023",362,"1,342","1,464"
1049,1049,https://www.goodreads.com/book/show/60827966-hidden-in-the-pines,Hidden in the Pines,Victoria Houston,Mystery,English,3.90,598,"January 10, 2023",288,35,189
1050,1049,https://www.goodreads.com/book/show/96178349-saga-62,Saga #62,Brian K. Vaughan,Comics,English,4.29,"1,056","February 22, 2023",32,50,171
1051,1049,https://www.goodreads.com/book/show/61363163-ephemera,Ephemera,Briana Loewinsohn,Graphic Novels,English,3.98,"1,117","March 21, 2023",200,9,"1,495"
1052,1049,https://www.goodreads.com/book/show/101146050-the-glutton,The Glutton,A.K. Blakemore,Historical Fiction,English,3.79,"4,101","October 31, 2023",320,450,20.3k
1053,1054,https://www.goodreads.com/book/show/61825032-moorewood-family-rules,Moorewood Family Rules,HelenKay Dimon,Fiction,English,3.28,"3,780","April 25, 2023",384,191,11.2k
1054,1054,https://www.goodreads.com/book/show/78299952-house-of-striking-oaths,House of Striking Oaths,Olivia Wildenstein,Fantasy,English,4.01,"14,667","June 29, 2023",510,"2,545",16.8k
1055,1054,https://www.goodreads.com/book/show/63546538-dead-mountain,Dead Mountain,Douglas Preston,Mystery,English,4.30,"13,304","August 22, 2023",388,"1,498","8,564"
1056,1054,https://www.goodreads.com/book/show/122923180-something-is-killing-the-children-29,Something is Killing the Children #29,James Tynion IV,Comics,English,4.28,269,"February 22, 2023",31,4,80
1057,1058,https://www.goodreads.com/book/show/75399414-saga-61,Saga #61,Brian K. Vaughan,Comics,English,4.39,"1,184","January 25, 2023",32,62,234
1058,1058,https://www.goodreads.com/book/show/63904949-heron-mill-tenebris,Heron Mill Tenebris,K.L. Taylor-Lane,Dark,English,4.28,329,"February 8, 2023",245,73,663
1059,1058,https://www.goodreads.com/book/show/61884937-gone-tonight,Gone Tonight,Sarah Pekkanen,Thriller,English,3.82,"30,223","August 1, 2023",338,"1,790",58.8k
1060,1058,https://www.goodreads.com/book/show/75583461-the-endless-war,The Endless War,Danielle L. Jensen,Fantasy,English,4.19,"17,195","November 28, 2023",496,"1,173",43.6k
1061,1058,https://www.goodreads.com/book/show/62917505-milk-mocha,Milk & Mocha: Our Little Happiness,Melani Sie,Graphic Novels,English,4.34,"1,024","July 25, 2023",128,16,619
1062,1063,https://www.goodreads.com/book/show/58410355-nightbane,Nightbane,Alex Aster,Fantasy,English,4.14,"100,168","November 7, 2023",432,"8,406",153k
1063,1063,https://www.goodreads.com/book/show/101160975-all-the-dead-shall-weep,All the Dead Shall Weep,Charlaine Harris,Fantasy,English,4.08,"3,909","September 5, 2023",256,276,"5,603"
1064,1063,https://www.goodreads.com/book/show/61913599-deliver-me-from-nowhere,Deliver Me from Nowhere: The Making of Bruce Springsteen's Nebraska,Warren Zanes,Music,English,4.41,"1,824","January 1, 2023",320,252,"3,642"
1065,1063,https://www.goodreads.com/book/show/124939354-the-poetics-of-passion,The Poetics of Passion,Delphine Ross,Romance,English,4.07,154,"January 1, 2023",316,11,"5,601"
1066,1067,https://www.goodreads.com/book/show/62367328-obsession,Obsession,Stuart Woods,Thriller,English,4.21,"3,833","July 25, 2023",320,581,558
1067,1067,https://www.goodreads.com/book/show/154827278-ghosted,Ghosted,Sarah Ready,Romance,English,3.98,"1,959","September 21, 2023",457,86,"7,985"
1068,1069,https://www.goodreads.com/book/show/195649047-fence,Fence: Redemption #4,C.S. Pacat,Young Adult,English,4.57,247,"September 13, 2023",25,7,168
1069,1069,https://www.goodreads.com/book/show/199695865-tastes-like-shakkar,Tastes Like Shakkar,Nisha Sharma,Romance,English,3.89,"7,438","August 1, 2023",Audible Audio,320,19.3k
1070,1071,https://www.goodreads.com/book/show/60747024-near-miss,Near Miss,Stuart Woods,Mystery,English,4.16,"5,672","June 6, 2023",352,773,716
1071,1071,https://www.goodreads.com/book/show/59656615-vengeance-of-the-pirate-queen,Vengeance of the Pirate Queen,Tricia Levenseller,Fantasy,English,4.00,"10,824","November 1, 2023",336,596,38k
1072,1071,https://www.goodreads.com/book/show/198116563-beneath-the-trees-where-nobody-sees-2,Beneath The Trees Where Nobody Sees #2,Patrick Horvath,Graphic Novels,English,4.43,755,"December 6, 2023",30,35,230
1073,1071,https://www.goodreads.com/book/show/68049134-never-met-a-duke-like-you,Never Met a Duke Like You,Amalie Howard,Romance,English,3.78,"2,801","November 14, 2023",361,142,"9,476"
1074,1075,https://www.goodreads.com/book/show/55118927-a-midsummer-night-s-scheme,A Midsummer Night's Scheme,Harper Kincaid,Mystery,English,3.82,421,"March 21, 2023",272,31,477
1075,1075,https://www.goodreads.com/book/show/171832107-fishflies-1,Fishflies #1,Jeff Lemire,Comics,English,3.98,203,"July 12, 2023",64,3,87
1076,1075,https://www.goodreads.com/book/show/63905052-hott-shot,Hott Shot,Serena Bell,Romance,English,4.09,413,"September 14, 2023",300,30,"4,158"
1077,1078,https://www.goodreads.com/book/show/62649027-borrow-my-heart,Borrow My Heart,Kasie West,Romance,English,3.63,"6,297","June 13, 2023",281,197,"8,327"
1078,1078,https://www.goodreads.com/book/show/61492437-murder-off-the-books,Murder Off the Books,Tamara Berry,Mystery,English,3.99,"1,117","May 30, 2023",336,58,805
1079,1078,https://www.goodreads.com/book/show/61167412-the-maltese-iguana,The Maltese Iguana,Tim Dorsey,Fiction,English,4.02,"1,374","February 28, 2023",336,233,"2,735"
1080,1078,https://www.goodreads.com/book/show/122779901-cold-curses,Cold Curses,Chloe Neill,Urban Fantasy,English,4.29,"1,517","November 14, 2023",384,185,"4,227"
1081,1078,https://www.goodreads.com/book/show/65213928-the-lost-cause,The Lost Cause,Cory Doctorow,Science Fiction,English,3.62,"1,401","November 14, 2023",368,242,"5,583"
1082,1078,https://www.goodreads.com/book/show/112975658-the-frozen-river,The Frozen River,Ariel Lawhon,Historical Fiction,English,4.42,"194,225","December 5, 2023",432,22.7k,308k
1083,1084,https://www.goodreads.com/book/show/62592445-the-viper,The Viper,John Verdon,Thriller,English,3.84,"1,607","July 18, 2023",400,122,"4,480"
1084,1084,https://www.goodreads.com/book/show/61980290-when-clouds-touch-us,When Clouds Touch Us,Thanhhà Lại,Middle Grade,English,3.73,"1,047","May 9, 2023",256,35,"4,256"
1085,1086,https://www.goodreads.com/book/show/62624647-i-did-it-for-you,I Did It For You,Amy Engel,Thriller,English,3.49,"1,808","July 25, 2023",288,67,10.5k
1086,1086,https://www.goodreads.com/book/show/100698795-the-mysteries,The Mysteries,Bill Watterson,Graphic Novels,English,3.76,"5,398","October 10, 2023",72,24,"5,222"
1087,1086,https://www.goodreads.com/book/show/125757593-emergency-contact,Emergency Contact,Lauren Layne,Romance,English,3.95,"7,155","October 24, 2023",284,324,11.3k
1088,1086,https://www.goodreads.com/book/show/176443282-cahokia-jazz,Cahokia Jazz,Francis Spufford,Fiction,English,4.01,"2,882","October 5, 2023",464,569,12.6k
1089,1086,https://www.goodreads.com/book/show/69704901-black-sheep,Black Sheep,Rachel Harrison,Horror,English,3.59,"25,002","September 19, 2023",336,980,98k
1090,1091,https://www.goodreads.com/book/show/63005179-hockey-girl-loves-drama-boy,Hockey Girl Loves Drama Boy,Faith Erin Hicks,Graphic Novels,English,3.95,"3,715","October 3, 2023",304,42,"7,204"
1091,1091,https://www.goodreads.com/book/show/75302296-people-collide,People Collide,Isle McElroy,Fiction,English,3.55,"2,075","September 26, 2023",256,126,10.1k
1092,1091,https://www.goodreads.com/book/show/112976857-the-good-part,The Good Part,Sophie Cousens,Romance,English,4.02,"33,701","November 7, 2023",384,"1,554",55.3k
1093,1094,https://www.goodreads.com/book/show/122757689-the-oxygen-farmer,The Oxygen Farmer,Colin Holmes,Science Fiction,English,3.91,521,"December 5, 2023",320,39,"5,457"
1094,1094,https://www.goodreads.com/book/show/101008178-there-was-a-party-for-langston,There Was a Party for Langston:,Jason Reynolds,Picture Books,English,4.48,"1,555","October 3, 2023",56,9,"1,162"
1095,1096,https://www.goodreads.com/book/show/75593800-23-1-2-lies,23 1/2 Lies,James Patterson,Mystery,English,3.70,"14,202","September 12, 2023",448,"6,041",14.7k
1096,1096,https://www.goodreads.com/book/show/195030387-dome-6,Dome 6,Gail Carriger,Science Fiction,English,4.46,635,"October 1, 2023",336,42,316
1097,1096,https://www.goodreads.com/book/show/62039176-hangman,Hangman,Maya Binyam,Fiction,English,3.59,"1,496","August 8, 2023",194,134,"8,344"
1098,1096,https://www.goodreads.com/book/show/167770288-counting-the-cost,Counting the Cost,Jill Duggar,Nonfiction,English,4.03,"123,231","September 12, 2023",287,"2,915",70.5k
1099,1096,https://www.goodreads.com/book/show/63017270-the-deepest-map,The Deepest Map: The High-Stakes Race to Chart the World's Oceans,Laura Trethewey,Science,English,3.98,551,"July 11, 2023",304,114,"3,905"
1100,1101,https://www.goodreads.com/book/show/61885110-seven-rules-for-breaking-hearts,Seven Rules for Breaking Hearts,Kristyn J. Miller,Romance,English,3.48,"2,600","May 16, 2023",352,99,23.9k
1101,1101,https://www.goodreads.com/book/show/122753645-the-golden-gate,The Golden Gate,Amy Chua,Historical Fiction,English,3.87,"4,063","September 19, 2023",384,515,20.9k
1102,1101,https://www.goodreads.com/book/show/158649504-what-you-need-to-be-warm,What You Need to Be Warm,Neil Gaiman,Poetry,English,4.19,"3,618","October 31, 2023",32,28,"7,920"
1103,1101,https://www.goodreads.com/book/show/61273860-cold-people,Cold People,Tom Rob Smith,Science Fiction,English,3.51,"4,570","January 19, 2023",354,332,13.6k
1104,1105,https://www.goodreads.com/book/show/123221848-monstress-volume-8,"Monstress, Volume 8: Inferno",Marjorie M. Liu,Fantasy,English,4.03,"1,605","November 21, 2023",208,65,"1,365"
1105,1105,https://www.goodreads.com/book/show/129963650-the-takedown,The Takedown,Carlie Walker,Romance,English,3.84,"4,339","October 3, 2023",352,334,11.7k
1106,1105,https://www.goodreads.com/book/show/63920580-the-auburn-conference,The Auburn Conference,Tom Piazza,Historical Fiction,English,3.83,381,"May 1, 2023",199,27,595
1107,1105,https://www.goodreads.com/book/show/120806182-the-internet-con,The Internet Con: How to Seize the Means of Computation,Cory Doctorow,Nonfiction,English,4.16,912,"September 5, 2023",192,166,"2,639"
1108,1109,https://www.goodreads.com/book/show/101161101-the-shamshine-blind,The Shamshine Blind,Paz Pardo,Science Fiction,English,3.53,"1,401","February 14, 2023",320,155,15.8k
1109,1109,https://www.goodreads.com/book/show/61897794-the-bill-of-obligations,The Bill of Obligations: The Ten Habits of Good Citizens,Richard N. Haass,Nonfiction,English,4.13,"1,282","January 24, 2023",240,353,"1,939"
1110,1111,https://www.goodreads.com/book/show/62802757-remember-me,Remember Me,Mary Balogh,Romance,English,3.98,"4,172","June 20, 2023",368,412,"5,259"
1111,1111,https://www.goodreads.com/book/show/60324341-brotherless-night,Brotherless Night,V.V. Ganeshananthan,Historical Fiction,English,4.45,"8,518","January 3, 2023",348,"1,119",25.2k
1112,1111,https://www.goodreads.com/book/show/74829208-things-i-wish-i-told-my-mother,Things I Wish I Told My Mother,Susan Patterson,Fiction,English,3.93,"25,871","April 10, 2023",322,"1,530",30.8k
